id,salary_paragraphs
6264,"[""You possess 1-3 years of experience in account management or client success roles for live events. Your organizational and time management skills are top-notch. You're a natural people person, able to confidently engage with potential community partners, hires, and customers about FounderMade and our summits. You thrive in a fast-paced startup environment. You have a passion for direct-to-consumer beauty, wellness, and food & beverage brands. You're familiar with Salesforce or similar CRM systems. Experience with A2Z is a bonus. Previous sales experience is a plus. The salary range for this position is $59,500 to $70,000, plus a bonus incentive. The job description expires on April 24, 2024.""]"
24899,[]
4228,[]
38563,['Pay Rate: $25 - $29 / hour']
38150,[]
60407,['Starting Wage: $17.00 per hour']
2417,[]
49608,"['Compensation Details', 'Pay ranges are job specific and are provided as a point-of-market reference for compensation decisions. Other factors which directly impact pay for individual associates include: experience, skills, knowledge, contribution, job location and, most importantly, performance in the job role. As these factors vary by individuals, pay will also vary among individual associates within the same job.', 'Incentive Pay Plans: This job is not incentive eligible.']"
13062,"['Compensation: $17.50/ hour', 'Competitive Pay Medical Insurance Paid Time Off Retirement Plan Longevity Bonus (paid on hire date each year) Growth Opportunities']"
50489,[]
56463,[]
50564,"['Competitive pay', 'Biweekly pay is $15.00']"
39618,"[""And did we mention the pay? With an expected hourly rate of $18 - $20, this role offers a competitive compensation package that reflects your hard work and dedication. So, if you're ready to jumpstart your career in the telecommunications industry and be a part of our thriving Washington MO office, we can't wait to hear from you!"", 'You will be provided great benefits such as Medical, Dental, Vision, 401(k), Life Insurance, Health Savings Account, Flexible Spending Account, Competitive Salary, Paid Time Off, and Employee Discounts. Apply today and get ready to embark on an exciting adventure with Wisper ISP!']"
41507,"['Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $115,000/year in our lowest geographic market up to $223,600/year in our highest geographic market. Pay is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. Amazon is a total compensation company. Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, please visit  This position will remain posted until filled. Applicants should apply via our internal or external career site.']"
8896,['Starting pay for this position is $16.52/hour.']
1486,[]
38004,"['Weekly paychecks and Early Access Option', 'Starting pay range - $25.00/HR', 'Compensation:', 'UNFI anticipates paying the above-referenced pay rate (or within the above-referenced pay range) for this position. Actual Pay, where applicable, will depend on a number of factors, including, but not limited to, education, experience, training, and any requirements under applicable collective bargaining agreements. UNFI is committed to transparency in pay in compliance with applicable state and local laws.', ""UNFI's compensation, benefits, and paid time off policies are subject to change in the Company's sole discretion, consistent with applicable law. This job posting should not be construed as an offer of employment with certain terms, nor should it be construed as a guaranteed minimum.""]"
9642,"['Senior Lifestyle offers a comprehensive benefits plan to eligible team members including health, dental, vision, retirement benefits, short-term disability, long-term disability, and paid time off. All Senior Lifestyle positions are eligible to use DailyPay, an application that allows you to access your earned but unpaid wages before your next payday. Senior Lifestyle requires that all employees provide proof of COVID-19 vaccination unless exempt due to medical, religious, or personal beliefs. Government requirements or exclusions may apply.']"
22173,['COMPENSATION INCLUDES BASE PAY + COMMISSION']
58803,[]
1322,[]
30421,"['Minimum Salary 69222', 'Maximum Salary 110588']"
49474,"['At Polaris we put our employees first, by offering a holistic approach to their health and financial wellbeing. Polaris is proud to offer competitive compensation, including a market-leading profit-sharing plan that is fundamental to our pay-for-performance culture. At Polaris, employees are owners of the company through company contributions to our Employee Stock Ownership Plan and discounted employee stock purchases plan. Employees receive a generous matching contribution to 401(k), financial wellness education and consultation to plan for their financial future. In addition to competitive pay, Polaris provides a comprehensive suite of benefits, including health, dental, and vision insurance, wellness programs, paid time off, gym & personal training reimbursement, life insurance and disability offerings. Through the Polaris Foundation and our Polaris Gives paid volunteer time off, we support employees who actively volunteer their time, efforts, and passions to improve the health and wellbeing of the communities in which they live, play and work. Employees at Polaris drive our success and are rewarded for their commitment.']"
60786,[]
49695,[]
56072,[]
26275,"['Competitive salary Employee discounts Free food & snacks Free uniforms Opportunity for advancement Training & development', 'Continued investment in your training Industry-leading compensation A built-in book of leads Generous discounts on services and retail products Opportunities for career growth and advancement', 'Average Pay During Training: $12/Hour *increases once commission based']"
43980,"['Compensation:', 'Effective January 1, 2024 the base rate of pay is $21.13 per hour. This position is eligible for an additional $.50 per hour once Highly Qualified status is achieved (2 or 4 year degree, OR 60 semester credits OR successful completion of the Para Pro which is offered by the district once a month). External candidates DO NOT need to meet this criteria until after they are hired. INTERNAL CANDIDATES MUST MEET THIS CRITERIA AT THE TIME THEIR APPLICATION IS SUBMITTED.']"
46824,"['Concrete Technologies, Inc. provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.']"
44593,"['Position begins at $61,500 annually', 'Medical, Vision and Dental Insurance for full-time employees Supplemental Insurance Flex Spending and HSA Accounts for full-time employees Pet Insurance Life Insurance for full-time employees 401 K plan with up to 3% employer match after one year of services PAID TIME OFF (PTO) for eligible employees PTO Donation Growth and Development Opportunities Employee Referral Program Employee Assistance Program National Brand Discounts Pay Active – access up to 50% of your pay before payday PAID training and orientation']"
14311,"['All the Insurance coverage you’d expect like medical, dental, vision, life insurance, flexible spending accounts, wellness programs, 401K all effective on your date of hire, and a bonus program plus generous PTO Scholarship program for children of employees Annual merit and incentive programs Charitable gift matching Adoption Assistance']"
37875,[]
6888,[]
31004,[]
23610,[]
30676,[]
5234,"['Pay Plan: Temp', 'Salary: $17.00 per hour', 'Total Compensation Estimator', 'Salary Rate: $17.00 per hour', 'SALARY WILL BE DETERMINED IN ACCORDANCE WITH CURRENT PAY POLICY.']"
23001,[]
44066,[]
10354,"['Mileage pay is $.67-.$.71CPM based upon experience and if you have hazmat. Hazmat is not required.', 'Average weekly pay of $1850-$1900/WK']"
51064,"['On top of competitive pay, we are proud to offer…']"
11390,"['If you have been offered a separation benefits package, but have not yet reached your separation date and are offered a position within the salary and geographical parameters as set forth in the Summary Plan Description (SPD) of your separationpackage, then you are no longer eligible for your separation benefits package. To discuss in more detail, please contact your HRBP or Talent Acquisition Advisor.']"
557,"['ROTH Socialhouse is currently hiring for a part-time Restaurant Busser - Cleaner to support our wait staff and set up our dining areas in the Turlock, CA area. This food service position earns a competitive pay of $15.00/hr + tips.', 'In addition to competitive pay and our positive culture, we offer our part-time Restaurant Busser - Cleaner employee meals and an upbeat passionate, and friendly work environment']"
42352,['Pay Rate: 102.14 - 108.33 $/Hour']
53646,"['Competitive wages', ""Fourteen Foods is the largest DQ franchisee in the world. We offer excellent growth and advancement opportunities as well as pay and benefits you'd expect of an iconic national brand. Come join us, we're the place where memories are made!"", ""Fourteen Foods provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. We encourage applicants of all ages and experience, as we do not discriminate on the basis of an applicant's age. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training."", ""Fourteen Foods provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. We encourage applicants of all ages and experience, as we do not discriminate on the basis of an applicant's age. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.""]"
36031,[]
50152,"['The US base salary range for this full-time position is 110,000 to 133,000. The range does not include benefits and if applicable, bonus, commission, or equity. The range displayed reflects the minimum and maximum target for new hire salaries across all US locations for the posted role with the exception of any locations specifically referenced below (if any).', 'Within the range, individual pay is determined by work location and additional factors, including, but not limited to, job-related skills, experience, and relevant education or training. If you are selected to move forward, the recruiting team will provide details specific to the factors above.']"
57100,[]
55357,[]
49052,[]
28607,[]
7506,"['Salary range: $32.69 - $49.04 per hour, depending on experience.']"
39757,[]
41725,"['$16-$20/hour DOE with the ability to go higher for highly experienced candidates 100% employer-paid health insurance including medical, dental, vision, Rx, 24/7 telemedicine Profit sharing & 403(b) retirement plan available Generous PTO, 8 paid holidays, and much more!']"
22466,"['Manage store budget, monitor P L. Control expenses, payroll and shrink to optimize store profitability.']"
7864,"['In addition to competitive compensation and excellent benefits, successful employees in this position enjoy:']"
35337,"[""We're thankful for the huge impact our Senior Doctor of Veterinary Medicine makes on our success, which is why we offer a salary of $85,000 - $165,000/year, based on experience and qualifications.""]"
40461,"['We understand the importance of financial health and security, and because of that, we provide competitive compensation to all Associates - including bonus potential for every position in the store! We also offer a comprehensive benefits package including health and dental insurance, 401k retirement savings with company match, flex spending account, paid personal time off, paid company holidays, parental leave, employee eyewear discount and much, much more. At National Vision, we strive to deliver opportunities for professional growth and long-term career fulfillment. We provide training programs, access to educational courses and pride ourselves on the ever-increasing amount of promotions from within.']"
51042,"['On top of competitive pay, we are proud to offer…']"
52538,[]
19326,[]
54,"['Location : Correctional Facility in Crescent City, California Pay Rate $61 to $67 Per Hour + Quarterly Bonus Schedule : 6 to 9 months Full Time Contract Eligible for extension', '24hr paid sick time Payroll - Weekly direct deposit This is a great opportunity for temp to perm state position with exceptional state benefits should one open up']"
30610,"['Are you a real go-getter looking for an amazing opportunity with a nationwide full-service-utility contractor offering competitive wages and incredible benefits? Keep reading because this job might be for you!', 'Pay: Competitive, Hourly']"
7529,"['We offer a hybrid work environment, a flexible work schedule, an excellent benefits program, generous employer medical contributions, professional education opportunities, competitive compensation, a standard full-time 35-hour work week, and a people-focused culture with genuine support inside and outside of work. BE A CONTROLLER WITH A PURPOSE! Accounting skills, paired with a passion for helping nonprofit organizations, make for consistent, positive, client relationships. Additionally, the commitment that our leadership has shown through the pandemic and beyond has resulted in unprecedented growth and Best Place to Work awards.', 'Starting annual base salary is $90,000 to $120,000 based on a 35-hour work week for this non-exempt position. Total compensation may increase with overtime pay and eligibility for various bonuses. A professional development reimbursement and technology stipend are also provided on an annual basis. Please note that the base salary offered may vary depending on relevant factors as determined by Your Part-Time Controller, LLC, which may include, but is not limited to, education, skill, experience, licensure and certifications, internal salary ranges, geographical location, and other business needs.']"
54816,[]
45929,[]
59256,['Compensation details: 18 Hourly Wage']
34519,['Weekly Gross Pay $: 1475.30']
9669,[]
27825,[]
48705,[]
7080,"['Compensation Range:$104,868.00 - $130,268.00 Annual', 'Along with our highly competitive base pay, we offer pay differentials based on education, clinical experience, certifications, and work in high need areas.', 'Generous paid time off (PTO), starting at 31 days and 9 paid company holidays', 'Pay Range per Visit:', 'If you are applying to the per diem per visit version of this job, the hiring range is as follows: $69.34- $110.00 per visit.']"
34455,"['Description Hourly Wage Estimate: 30.46 - 45.71 / hour', 'The estimate displayed represents the typical wage range of candidates hired. Factors that may be used to determine your actual salary may include your specific skills, how many years of experience you have and comparison to other employees already in this role. The typical candidate is hired below midpoint of the range.', '401(k) Plan with a 100% match on 3% to 9% of pay (based on years of service)']"
51766,['SALARY RANGE: $30 - $50 an hour - Depending on experience.']
48164,[]
9863,['Paid Time Off and Holiday Pay']
52164,['Compensation details: 19.31-26.15 Hourly Wage']
41639,"['At PACCAR, we value talent and promote growth and development. We carefully consider numerous compensation factors including your education, training, or experience. The salary range for the Associate Vehicle Controls Engineer is $65,500 - $98,300 annually. This position is also eligible for a holiday gift. Additionally, this role is eligible for the full range of benefit options listed above.', 'PACCAR promotes equal employment opportunities by implementing policies and practices that ensure employees and applicants are not discriminated against because of their race, color, religious creed, national origin, ancestry, sex, gender, gender identity or expression, sexual orientation, age, mental or physical disability, medical condition, genetic information, military or veteran status or other legally protected status. This applies to recruitment, selection, placement, promotion, termination, rates of pay, and other conditions of employment.']"
33885,['Competitive wages; $17.29 per hour Growth opportunities abound - We promote from within Additional hours may be available upon request Get paid quicker with early access to earned wages We also offer a variety of employee discount resources']
48446,"['Titan Machinery provides a generous total compensation package including the following:', 'Health Insurance - Titan Pays the Premium for Single Coverage!! Dental Insurance - Titan Pays the Premium for Single Coverage!! Vision Insurance - Optional Tool/Equipment Reimbursement of up to $1500 per calendar year (TAX FREE benefit!) Prescription Safety Glasses and Safety Boot Reimbursement Safety Gloves and Hearing Protection Provided Tool Insurance Provided Uniforms - 100% Paid by Titan - including laundering! (PTO) Paid Time Off starts accruing on your First Day of Full-time employment! 7 Paid Holidays HSA (Health Savings Account)— up to $1500 tax-free each year, paid to your account by Titan Machinery. Parental Bonding Leave Pregnancy-Related Leave 401(k) with company matching on your FIRST DAY of employment Performance-based incentives Competitive Wages Titan Paid Long-term Disability Insurance Titan Paid Basic Life/AD&D Insurance Optional Insurance Products: Life/AD&D Insurance, Short Term Disability, Accident & Critical Illness, Identity Theft Protection FSA (Flexible Spending Account) for eligible expenses and dependent care costs Employee Discounts at Titan Machinery, Vehicle Discount, Enterprise Car Rental, Hertz Car Rental, Choice Hotels, and Profile Plan Titan Paid Employee Assistance Program (free and confidential Counseling, Legal Advice, and more) Titan Paid Bereavement Leave Ongoing Professional Training Opportunities Tuition Assistance for educational/professional growth Paid Time for Team Titan Volunteer Activities in your Community Volunteer Firefighter/EMT Paid Time Off #TMMechanic']"
25042,"['BJ’s pays weekly', 'In accordance with the Pay Transparency requirements, the following represents a good faith estimate of the compensation range for this position. At BJ’s Wholesale Club, we carefully consider a wide range of non-discriminatory factors when determining salary. Actual salaries will vary depending on factors including but not limited to location, education, experience, and qualifications. The pay range for this position is starting from $15.15.']"
44034,"['At T-Mobile, our benefits exemplify the spirit of One Team, Together! A big part of how we care for one another is working to ensure our benefits evolve to meet the needs of our team members. Full and part-time employees have access to the same benefits when eligible. We cover all of the bases, offering medical, dental and vision insurance, a flexible spending account, 401(k), employee stock grants, employee stock purchase plan, paid time off and up to paid 12 holidays - which total about 4 weeks for new full-time employees and about 2.5 weeks for new part-time employees annually - paid parental and family leave, family building benefits, back-up care, enhanced family support, childcare subsidy, tuition assistance, college coaching, short and long term disability, voluntary AD&D coverage, voluntary accident coverage, voluntary life insurance, voluntary disability insurance, and voluntary long-term care insurance.']"
7949,"[""Our first-time agents can earn up to $75-150K per year, even with no sales experience. With our proven system and leads system, there's no cold calling required.""]"
31053,[]
31974,"['Salary Range', 'Salary Range : $3,945.00 / Stipend']"
41131,[]
31594,['Qualify for fully paid company conventions. Competitive weekly compensation. Access to top-notch training resources. Make a meaningful difference in the lives of families.']
49822,[]
23264,[]
21875,[]
18751,['Salary plus commission/bonus Growth potential/Opportunity for advancement within my office Paid time off (vacation and personal/sick days) Health benefits Valuable career-building experience']
38848,"['Gross Pay: 2707.2', 'is your destination for boutique travel nursing jobs. has the best travel RN, travel LPN, and travel allied jobs. Discover rewarding careers in travel nursing with TLC Nursing, a nurse-owned and operated travel nursing agency. Our wide range of job listings includes travel nursing jobs, travel allied jobs, travel RN jobs, and travel LPN jobs. We offer competitive compensation, comprehensive benefits, and a supportive work environment that fosters growth and development.', 'Competitive Compensation: Earn the best weekly rates on your assignment. We will beat any offer for the same open position. Diverse Work Settings: Experience environments like acute care, long-term care, schools, clinics, summer camps, prisons, etc. Guaranteed Hours: Secure a consistent 36 or 40-hour workweek with opportunities for overtime.', 'TLC Nursing provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.']"
2209,[]
48188,"['This information is being provided to promote pay transparency and equal employment opportunities at Walgreens. The current salary range for this position is $28.60 per hour - $41.15 per hour. The actual hourly salary within this range that you will be offered will depend on a variety of factors including geography, skills and abilities, education, experience and other relevant factors. This role will remain open until filled. To review benefits, please click here . If you are applying on a job board or unable to click on the link, please copy and paste this URL into your browser jobs.walgreens.com/benefits']"
6314,"['At Mavis, we understand that our people drive our success. We provide our team members with competitive weekly pay, including weekly incentive compensation, a good working environment and an excellent combination of additional benefits like health and dental insurance, a 401(k)-retirement savings plan with employer match, paid vacations, paid sick and personal time, on-the-job training, and opportunities for career growth and advancement.']"
33204,[]
47707,"['At MAS Medical Staffing, our employees enjoy industry leading compensation packages and benefits, including:']"
5659,"['Tradesmen International is immediately hiring skilled Insulation Installers for projects located in the Cape Canaveral, FL area. This is a first shift opportunity and the pay rate is up to $25/hour based on experience and skill level. If you are an Insulation Installer ready to hone your skills while mastering new ones alongside our accomplished Craft Professionals, this is your chance to advance your career!', 'Tradesmen International not only offers consistent work, top pay, and employment opportunities, we also provide a benefits package that is among the best in the industry.']"
17341,[]
19311,[]
19987,[]
50106,"[""At Paul Mitchell Schools, we offer more than just a job - we offer a career with purpose and passion. As a Cosmetology School Admissions Leader, you'll enjoy a competitive salary of $43,000 per year, along with comprehensive company-wide benefits that include a 401(k) plan, insurance, AFLAC coverage, bonuses, and paid vacation. After a 90-day probationary period, you'll be eligible for health, dental, vision, and paid time off (PTO). Apply today and take the first step toward a rewarding career in education and beauty!""]"
32550,"['PTO, holiday pay, medical/dental/vision insurance, and more 401k match Competitive wages']"
19429,[]
52043,['Compensation details: 48.28-72.12 Hourly Wage']
52327,"['Salary Range: $60,320 - $68,640', 'Schedule: FT, Monday - Friday, Office Hours of 9am - 6pm', 'Additional Compensation: A monthly $50.00 cell phone stipend and a monthly rent discount', ""Make sure you're covered – Medical, Dental, Vision Insurance, Employer-paid Life Insurance, Employee Paid Voluntary Insurance options, and a Flexible Spending Medical/Dependent Care Savings Account. Give you the tools to stay on track for the future – The opportunity to enroll in the 401(k) program with an employer match (Eligible first of the month after 90 days of employment). Assistance with work/life balance – Employee Assistance Program (Available to use on your first day!) Give you a break – Paid Sick time, Vacation, nine (9) paid Holidays, and your birthday off! Reward you – Live onsite with a 25% discount on rent. Water, sewer, garbage, and internet are paid for by the property."", 'CRMG provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.', 'Compensation details: 60320-68640 Yearly Salary']"
49239,"['Starting pay of $25 per hour', 'Reaching top pay of $26 per hour after 1 year', 'Black steel toe shoes required, can be purchased using your uniform allowance', 'Paid time off including Vacation & 8 Paid Holidays']"
52127,['Compensation details: 46.81-66.94 Hourly Wage']
23710,[]
21804,[]
46306,"['Manual Machinist, Up to $28/hr - 1st Shift - North Charleston, SC']"
46951,[]
13798,[]
59583,"['Interested in a starting hourly rate up to $16.50/hr?', 'Paid Time Off and Sunday Off -- We are Closed! Full-Time Employment and a Consistent Schedule Weekly Pay (companywide) Award Winning Culture with the Opportunity to Advance Great Benefits Medical, Dental, Vision, life Insurance, Supplemental Life Insurance, Spouse/Dependent Life Insurance, Short Term Disability, Long Term Disability, Flexible Spending Accounts, 401(k) Savings Plan w/company match, Paid Time Off, Legal Insurance, Identity Theft Protection Plan, Health Savings Accounts, Hospital Indemnity, Critical Illness, Accident Insurance, Limited Purpose Plan']"
43704,"[""Responsibilities/Essential Functions: Receives garments that need to be returned to stock or replaced; Verifies turn-in for each wearer on Customer Order Form (COF); Grades garments for serviceability; Verifies count on garments and visually identifies damaged or ruined merchandise that does not meet specified quality standards in terms of rips, tears, holes, stains, and not on COF. Destroys unserviceable garments; Strips emblems from unserviceable garments, and attaches emblems to COF on replacements or exchanges; Maintains safe and clean work environment, and observes best practices in all production activities; Other duties as assigned. • Knowledge/Skills/Abilities: Ability to understand all required training, written, and verbal instructions; Working knowledge of basic math skills; Good verbal and/or written communication skills; Ability to distinguish colors; Ability to work independently and as part of a team; Ability to meet attendance schedule. • Working Environment/Safety Requirements: Work is performed in a warehouse setting and regularly exposed to outside weather conditions, extreme heat and cold conditions as well as dust and noise. Work is based on a shift schedule, and may include weekends. Overtime required as needed. Physical Requirements Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Position involves repetitive motions over the duration of an entire shift; Requires the ability to move, lift, carry, push, or pull items weighing up to 20 lbs; Requires bending, reaching, pulling, and pressing at should level and below waist area; Requires the use of hands for grasping and other manipulations; Requires standing and walking for long periods of time. Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor's legal duty to furnish information. 41 CFR 60-1.35(c)""]"
24020,"['Pay Rates Starting between: $15.13 - $18.40 / hour', 'Weekly Pay 15 cent fuel discount Free daily meals $10 low-cost health plans (for full-time team members) Paid time off Family leave']"
59400,[]
817,['Competitive wages Merit-based advancement Uncapped bonuses & incentive plan Company event']
137,"['This is a fixed-term (Ends 10/31/2025), full-time (37.5 hours per week), exempt, union position that includes benefits. The starting range for this role is $38.34 to $40.57 per hour. This range represents steps 1-3 on a 6 step union pay scale. Please, no phone calls in regards to this job. To apply, please visit the Exploratorium job page.']"
5104,['FL: This is an hourly paid position with a wage range of $15.00 -$17.00 /hr']
34004,"['This information is being provided to promote pay transparency and equal employment opportunities at Walgreens. The current salary range for this position is $28.60 per hour - $41.15 per hour. The actual hourly salary within this range that you will be offered will depend on a variety of factors including geography, skills and abilities, education, experience and other relevant factors. This role will remain open until filled. To review benefits, please click here . If you are applying on a job board or unable to click on the link, please copy and paste this URL into your browser jobs.walgreens.com/benefits']"
57956,[]
47004,"[""Pay starting at $18/hour. Schedule: 3:30pm-9pm 2-3 days per week Sunday - Friday Weekly payday on every Friday! Paid training and all the tools and resources you'll need to be successful.""]"
4678,[]
40432,[]
8127,[]
34990,[]
1120,[]
4797,[]
51237,[]
33943,[]
4216,"['Pay Scale: $95,160 - $105,560 per year depending on experience + performance incentive plan']"
60397,"[""Sodexo offers fair and equitable compensation, partially determined by a candidate's education level or years of relevant experience. While the budgeted range for the position is posted, Sodexo salary offers are based on a candidate's specific criteria, like experience, skills, education and training.""]"
15551,"['Medical, Vision, Dental, & Life Insurance/Short & Long Term Disability Flexible Schedules Weekly Pay Full-Time or Part-Time Large, Stable Employer Fast Career Opportunities Work With Fun, Motivated People Task Variety Paid Comprehensive Training 401K With a Competitive Company Match Flexible Spending/Health Savings Accounts Tuition Reimbursement']"
48955,['Pay is based on an hourly rate of $5/hour + tips']
35280,"['Weekly Pay', 'Listed pay packages are based on weekly gross amounts.']"
53603,"['Competitive wages', ""Fourteen Foods is the largest DQ franchisee in the world. We offer excellent growth and advancement opportunities as well as pay and benefits you'd expect of an iconic national brand. Come join us, we're the place where memories are made!"", ""Fourteen Foods provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. We encourage applicants of all ages and experience, as we do not discriminate on the basis of an applicant's age. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training."", ""Fourteen Foods provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. We encourage applicants of all ages and experience, as we do not discriminate on the basis of an applicant's age. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.""]"
58411,[]
26606,"['Salaried Human Resources:', 'The goal of the General Motors total rewards program is to support the health and well-being of you and your family. Our comprehensive compensation plan incudes, the following benefits, in addition to many others:', 'Paid time off including vacation days, holidays, and parental leave for mothers, fathers and adoptive parents; Healthcare (including a triple tax advantaged health savings account and wellness incentive), dental, vision and life insurance plans to cover you and your family; Company and matching contributions to 401K savings plan to help you save for retirement; Global recognition program for peers and leaders to recognize and be recognized for results and behaviors that reflect our company values; Tuition assistance and student loan refinancing; Discount on GM vehicles for you, your family and friends.']"
