id,salary_paragraphs
20886,"['Localisation Paris 8e, France - pas de déplacement Contrat CDI Salaire 2950,00 à 3210,00 EUR par mois Niveau de qualification Employé/Opérateur/Ouvrier Spe/Bac Expérience 1 à 7 ans Modalités de travail Temps complet Fonction Restauration/Tourisme/Hôtellerie/Loisirs Secteur Restauration Télétravail Pas de télétravail']"
21051,['Votre rémunération sera comprise entre 30 et 40 K€ en fonction de vos performances.']
26269,"['Vos défis en tant que Gestionnaire de paie :', ""- Établissement de bulletins de salaire répartis en dossiers clients aux secteurs d'activités variés"", '- Effectuer les DSN, DUE et les déclarations de taxes sur les salaires', '- Calcul des soldes de tout compte et des indemnités de rupture.', 'Localisation Toulouse - 31, France - pas de déplacement Contrat CDI Salaire 25000,00 à 40000,00 EUR par an Niveau de qualification Technicien/Employé Bac +2, Employé/Opérateur/Ouvrier Spe/Bac, Agent de maîtrise/Bac +3/4 Expérience - 1 an, 1 à 7 ans Modalités de travail Temps complet Fonction RH/Personnel/Formation, Compta/Gestion/Finance/Audit Secteur Banque/Assurance/Finance Télétravail Partiel', 'RTT 2 jours de télétravail par semaine ️ Tickets restau Intéressement Primes']"
22585,"['Vous bénéficiez d’une rémunération composée d’un salaire fixe+ prime annuelle + intéressement + mutuelle, 5 semaines de congés payés et 5% de remise sur vos achats.']"
28545,[]
31468,[]
26148,[]
27329,"['Vous souhaitez vous investir dans un groupe automobile en plein développement, VALUE EXPERT, votre cabinet de recrutement recherche un Mécanicien Automobile H/F en CDI sur la région de Saverne']"
27049,"[""Un CDI , à temps partiel ou à temps plein, c'est vous qui choisissez ! Parce que nous estimons qu'équilibrer vie professionnelle et vie personnelle est essentiel, nous élaborons pour vous un planning qui prend en compte vos contraintes. Des indemnités kilométriques à 0.47 centimes par kilomètre Le remboursement des transports en commun (pris en charge jusqu'à 100%) La possibilité d'obtenir une prime de cooptation s'élevant à 150EUR ! Le choix du mode de paiement de vos heures avec un paiement lissé ou au réel. D'autres avantages comme :notre mutuelle d'entreprise (prise en charge à 50%) l'accès à notre comité d'entreprise et les tickets restaurants à 7EUR. La valorisation de votre expérience dans le domaine du service à la personne.""]"
32316,[]
29962,[]
26470,[]
22756,[]
22157,['Rémunération : dès 40K€ négociable selon profil']
26551,"[""D'un CDI , à temps partiel ou à temps plein, c'est vous qui choisissez ! Parce que nous estimons qu'équilibrer vie professionnelle et vie personnelle est essentiel, nous élaborons pour vous un planning qui prend en compte vos contraintes. mais aussi le choix du mode de paiement de vos heures avec un paiement lissé ou au réel. D'autres avantages comme : notre mutuelle d'entreprise (prise en charge à 50%) , l'accès à notre comité d'entreprise, les tickets restaurants à 7EUR. La possibilité d'obtenir une prime de cooptation s'élevant à 150EUR ! Des indemnités kilométriques à 0.47EUR par kilomètre Le remboursement des transports en commun (pris en charge jusqu'à 100%) La valorisation de votre expérience dans le domaine du service à la personne.""]"
25603,['Salaire']
31685,[]
25559,"['Établissement des bulletins de paie. Gestion des déclarations sociales. Suivi des évolutions législatives et réglementaires en matière de paie. Conseil aux clients sur les aspects liés à la gestion de la paie. Participation à la gestion administrative du service de la paie.', ""Une opportunité captivante de contribuer activement à la gestion de la paie, au sein d'un environnement dynamique et collaboratif, vous est offerte. Ils proposent un salaire compétitif, aligné sur votre expérience et vos compétences."", 'Localisation Castelsarrasin - 82, France - pas de déplacement Contrat CDI Salaire 25000,00 à 35000,00 EUR par an Niveau de qualification Technicien/Employé Bac +2 Expérience 1 à 7 ans Modalités de travail Temps complet Fonction RH/Personnel/Formation Secteur Banque/Assurance/Finance Télétravail Partiel']"
24373,[]
22463,['Temporis vous propose un suivi personnalisé. Des acomptes à la semaine. + 21% à chaque fin de mission correspondant aux CP et aux indemnités de fin de mission. + Voir avantages entreprise utilisatrice.']
29817,"[""Issu(e) d'une formation Bac +2/+3 en commerce, vous justifiez d'une première expérience réussie à un poste similaire. Vous maîtrisez parfaitement les outils bureautiques et montrez une aisance rédactionnelle et maîtrise de l'orthographe. Doté(e) d'une bonne organisation et d’un excellent sens commercial, vous avez à cœur la satisfaction de vos clients. Une maîtrise dans la rédaction d'appels d'offre est exigée. Rémunération et avantages : - Taux fixe + 10% de fin de mission + 10% de congés payés - Acompte de paie à la semaine si besoin. - Le FASTT Propose des tarifs très intéressants pour les vacances et séjours - Primes selon efficacité A bientôt chez RM Intérim !""]"
32452,"['Ce poste en CDI est à pourvoir le plus rapidement possible, avec un salaire attractif allant de 1800€ à 1900€ BRUT.']"
24694,['Salaire']
25873,[]
23589,['- rémunération selon votre profil et votre expérience ( +10% indemnités de fin de mission + 10% congés payés']
22147,['Rémunération : 60/65K€ + variable + participation + intéressement + avantages groupe.']
23398,[]
26765,['Rémunération annuelle : 22K€']
30215,"['Salaire SMIC+ PRIMES', 'Salaire smic POUR Débuter+évolution+primes .']"
27147,['selon profil 2000-3000EUR net mensuel']
30662,[]
23376,"['Votre salaire comprendra :', ""Accompagnement personnalisé Taux horaire fixe + 21% de fin de mission et congés payés Acompte de paye à la semaine si besoin Bénéficiez d'aides et de services dédiés (mutuelle, logement, garde enfant, déplacement ..) Ainsi que d'un CSE""]"
29070,"['Pour renforcer notre équipe pédagogique, nous recherchons des enseignants en sciences : - Diététique thérapeutique - Education Thérapeutique du Patient Volume hebdomadaire entre 1,5 heures et 10 heures par semaine en fonction de vos disponibilités et de votre profil. Enseignements à prodiguer en présentiel. A noter que ce recrutement est uniquement pour des contrats de prestation (auto-entrepreneur), avec une rémunération entre 35euros/h (chargé de cours) et 50 euros /h (Maître au national, selon besoin et ouverture de poste).']"
28015,['Salaire selon profil + Tickets restaurant + indemnité de transport']
25017,"[""Basé à Marseille accessible en transport en commun, arrêt Castellane. CDD à pourvoir entre Avril et Juin (plusieurs dates d'intégration possible) jusqu'au 31 Octobre 2024 Horaire flexible : 35h, 37h30 ou 40h au choix du salarié Tickets restaurant (9€/jour travaillé, 60% pris en charge par l'entreprise) Mutuelle d’entreprise Prime de participation Prestation du CSE"", 'Rémunération entre 2036€ et 2236€ brut mensuel']"
25201,['Salaire mensuel brut :']
25147,[]
29549,[]
31683,"['COMEXO, entité d’un groupe agroalimentaire européen en forte croissance spécialisé dans la fabrication et production de sauces pour la restauration, la GMS, les industriels, recherche pour son site basé à Château-Renard (45), un conducteur de ligne automatisée (H/F) en CDI.']"
31716,"['Rejoindre le Groupe Lahaye, c’est rejoindre un groupe familial s’appuyant sur ses 1700 salariés pour innover ensemble et développer les solutions de demain au profit de nos clients.', 'Nos commerciaux sont rémunérés de la manière suivante :', 'Attentes salariales (Brut/an) *']"
28982,"[""Et bien sûr, tu bénéficieras d'une rémunération attrayante (qui dépend du nombre d'années d'expérience) ainsi que d'avantages tels que des primes d'intéressement et de participation ou encore des tickets restaurant!""]"
32638,[]
26664,[]
30188,"[""Rémunération et avantages :- Taux horaire fixe + 10% de fin de mission + 10% de congés payés- Primes collective et/ou individuelle + participation aux bénéfices + CET 5%- Acompte de paye , - Possibilité d'intégration rapide, de formation et d'évolution, - Bénéficier d'aides et de services dédiés (mutuelle, logement, garde enfant, déplacement...)."", ""· La possibilité de faire des heures supplémentaires valorisées peut permettre d'augmenter le salaire""]"
23036,"[""Votre taux horaire sera calculé selon votre niveau d'étude et en fonction de vos expériences (grille de salaire interne)."", 'Rémunération']"
26401,"[""EKKO, cabinet de recrutement spécialisé sur les métiers de l'Audit & de l'Expertise comptable, recrute pour son client, un cabinet d'expertise comptable, un profil Gestionnaire de paie H/F."", ""Prendre en charge un portefeuille de 45/50 dossiers, soit 250/280 paies sur l'outil SILAE L'établissement de l'ensemble des déclarations auprès de différents organismes D'accompagner et conseiller nos clients dans leurs problématiques paie et sociales L'administration du personnel de l'entrée à la sortie des salariés sur les dossiers de votre portefeuille D'optimiser et sécuriser le processus Paie Développer des services clients"", ""Le salaire sera à définir suivant l'expérience et le profil."", 'Localisation Castelnau-le-Lez - 34, France - pas de déplacement Contrat CDI Salaire 30000,00 à 35000,00 EUR par an Niveau de qualification Technicien/Employé Bac +2, Agent de maîtrise/Bac +3/4, Ingénieur/Cadre/Bac +5 Expérience 1 à 7 ans, + 7 ans Modalités de travail Temps complet Fonction RH/Personnel/Formation Secteur Services aux Entreprises Télétravail Pas de télétravail']"
29567,"[""Conditions de travail / avantages : rémunération fixe selon profil / heures supplémentaires rémunérées et majorées / prime de participation et d'intéressement / prime d'assiduité."", ""Le groupe Domino RH spécialisé dans le travail temporaire compte également plus de 150 agences sur le territoire et peut également répondre à votre projet dans différents domaines : Paramédical, Médical, Social, BTP, Transport Logistique, Industrie, Commercial, Comptabilité, Paie, Assistanat. À cela s'ajoute une offre de diversification RH : portage salarial, formation, évaluation, management de transition.""]"
21736,"[""Un téléphone pro Une mutuelle pris en charge à 80% Un statut cadre avec 8 à 11 jours de RTT Salaire : package de 31 200 euros (fixe + variable) Tickets restaurant Swile Un parcours d'intégration à la Ouihelp Academy afin de t'intégrer en douceur à ta nouvelle équipe Une mobilité nationale possible (nous comptons ouvrir de nouvelles agences en France) Des perspectives d'évolutions interne""]"
27446,['Salaire']
32420,[]
28232,[]
29032,[]
23405,['- de +21% sur votre salaire correspondant aux IFM (indemnités de fin de mission) et ICP (indemnités congés payés)']
30107,[]
24490,['Salaires et avantage :']
23779,[]
23315,[]
24085,"['Rémunération selon profil.', 'Rémunération']"
23987,"[""En complément du salaire, les primes d'intérim (10% d'indemnité de congés payés et 10% d'indemnités de fin de mission) viennent s'ajouter.""]"
26491,"[""D'un CDI , à temps partiel ou à temps plein, c'est vous qui choisissez ! Parce que nous estimons qu'équilibrer vie professionnelle et vie personnelle est essentiel, nous élaborons pour vous un planning qui prend en compte vos contraintes. mais aussi le choix du mode de paiement de vos heures avec un paiement lissé ou au réel. D'autres avantages comme : notre mutuelle d'entreprise (prise en charge à 50%) , l'accès à notre comité d'entreprise, ,. La possibilité d'obtenir une prime de cooptation s'élevant à 150EUR ! Des indemnités kilométriques à 0.35EUR par kilomètre Le remboursement des transports en commun (pris en charge jusqu'à 100%) La valorisation de votre expérience dans le domaine du service à la personne.""]"
22468,[]
24592,[]
26419,"[""Avec 750 collaborateurs permanents, 170 agences en France et à l'étranger et 300 MEUR de CA, nos activités intérim et recrutement se structurent en 4 branches : tertiaire « Staff », médico-social « Care », généraliste « Missions » et cabinets de recrutement (HC Ressources et Domino Consulting). A cela s'ajoute une offre de diversification RH : portage salarial, formation, évaluation, management de transition.""]"
31709,"['Localisation La Ville-aux-Dames - 37, France - pas de déplacement Contrat Apprentissage - 24 mois Salaire Non défini Niveau de qualification BEP/CAP, Employé/Opérateur/Ouvrier Spe/Bac Expérience - 1 an Modalités de travail Temps complet Fonction Commercial-Vendeur en magasin Secteur Distribution/Commerce de gros Télétravail Pas de télétravail']"
31731,[]
24073,['Rémunération selon profil et expérience.']
28237,"['Localisation Rennes - 35, France - pas de déplacement Contrat Intérim / mission - 1 mois Salaire 15,51 à 16,60 EUR par heure Niveau de qualification BEP/CAP Expérience 1 à 7 ans Modalités de travail Temps complet , mission de jour Fonction Production - Opérateur/Manoeuvre Secteur BTP, Services aux Entreprises Télétravail Pas de télétravail', ""Participation aux bénéfices dès 3 mois de missions (en moyenne 475€), places de foot offertes, tickets cinéma GAUMONT à prix réduits, bons d'achat de parrainage (de 40€ à 80€), aide au logement, location de véhicule, garde d'enfants, mutuelle avantageuse, formation professionnelle, contrats et bulletins de paie en ligne, relevés d'heures par mail, acomptes personnalisés.""]"
23052,['- Salaire selon profil ;']
22780,['Votre rémunération sera de 30 000 à 40 000 € par an.']
32751,"[""Lieu : Porto-Vecchio Niveau Qualif / Statut : Technicien(ne) Secteur d'Activité : Industrie Type de contrat : CDD Début du contrat : Immédiat Horaires : Base 35 h Salaire : 1468€ net""]"
32391,[]
31230,[]
25878,[]
32322,"[""Rémunération : taux horaire selon grille + 13ème mois + tickets restaurant + primes d'insularité""]"
31405,[]
30335,"[""Une politique de rémunération attractive : part individuelle (salaire de base + prime annuelle dite du 13ème mois et 5 semaines de CP) et d'une part collective, intéressement, participation, mutuelle et régime de prévoyance spécifiques).""]"
23517,"['Temporis vous propose un suivi personnalisé par notre équipe, spécialisée en recrutement + des acomptes à la semaine + 21 % à chaque fin de mission correspondant aux CP et aux indemnités de fin de mission + voir avantages entreprise utilisatrice.']"
24110,[]
31505,"['Localisation Orléans - 45, France - pas de déplacement Contrat CDI Salaire 30000,00 à 45000,00 EUR par an Niveau de qualification Technicien/Employé Bac +2 Expérience 1 à 7 ans Modalités de travail Temps complet Fonction Compta/Gestion/Finance/Audit Secteur Services aux Entreprises, Services aux Personnes/Particuliers Télétravail Pas de télétravail']"
28772,"[""Manager les équipes terrain : recrutement, gestion des embauches et du personnel sur les chantiers confiés, gestion des éléments de paie, s'assurer du niveau de formation des équipes ;"", 'Localisation Senlis - 60, France - zone de déplacement : départementale Contrat CDI Salaire 30000,00 à 35000,00 EUR par an Niveau de qualification Agent de maîtrise/Bac +3/4, Technicien/Employé Bac +2 Expérience 1 à 7 ans, + 7 ans Modalités de travail Temps complet Fonction Services à la personne/aux entreprises Secteur Services aux Entreprises Télétravail Pas de télétravail']"
30303,[]
26487,"[""Un emploi saisonnier, à temps partiel ou à temps plein, c'est vous qui choisissez ! ,. Des indemnités kilométriques à 0.35EUR par kilomètre Le remboursement des transports en commun (pris en charge jusqu'à 100%)""]"
23966,[]
21617,[]
24080,[]
26119,"['Salaire : 11,77€ à 11,85€ par heure']"
32008,[]
25067,['Gratification : Rémunération en fonction du profil+ Indemnités Compensatrices de Nourriture environ 170€ brut/mensuel + Prise en charge du transport quotidien']
29584,"['Localisation Touques - 14, France - pas de déplacement Contrat CDI Salaire 2500,00 à 2800,00 EUR par mois Niveau de qualification BEP/CAP Expérience 1 à 7 ans Modalités de travail Temps complet Fonction Restauration/Tourisme/Hôtellerie/Loisirs Secteur Tourisme/Hôtellerie/Loisirs Télétravail Pas de télétravail', ""Vous bénéficiez d'une rémunération de base à laquelle s'ajoutent : 13ème mois. Participation aux bénéfices, intéressement… Vous profitez des avantages du Groupe, en termes notamment de formation, ou encore à travers les tarifs préférentiels dans les hôtels du Groupe… Vous travaillez dans un cadre magnifique, au sein d'une entreprise dynamique avec des projets en perspectives.""]"
25130,[]
27388,[]
26639,[]
24504,[]
30032,[]
25271,[]
25199,"['Salaire 1852,95 € + heures supplémentaires mensualisées.', ""TRIOMPHE SECURITE s'attachant particulièrement à la présentation de ses salariés, une tenue complète vous sera fournie dès votre embauche"", 'Localisation : Nice - 06, France Contrat : CDI Salaire : 1852,00 à 1853,00 EUR par mois Niveau de qualification : Employé/Opérateur/Ouvrier Spe/Bac Expérience : - 1 an, 1 à 7 ans, + 7 ans Modalités de travail : Temps complet Fonction : Qualité/Hygiène/Sécurité/Environnement, Services à la personne/aux entreprises Secteur : Services aux Entreprises', 'Salaire 1852,95 € + heures supplémentaires mensualisées.', ""TRIOMPHE SECURITE s'attachant particulièrement à la présentation de ses salariés, une tenue complète vous sera fournie dès votre embauche.""]"
24497,"['Localisation Sèvremoine - 49, France - zone de déplacement : départementale Contrat CDI Salaire 30000,00 à 33800,00 EUR par an Niveau de qualification Employé/Opérateur/Ouvrier Spe/Bac, Technicien/Employé Bac +2, Agent de maîtrise/Bac +3/4 Expérience 1 à 7 ans, + 7 ans Modalités de travail Temps complet Fonction Production - Gestion/Maintenance Secteur Services aux Entreprises Télétravail Pas de télétravail', 'Rémunération annuelle brute sur 13 mois à convenir selon votre expérience.']"
28212,[]
32630,['Salaire de base : selon profil']
23573,"[""Rémunération : selon expérience + paniers repas + indemnités de trajet et de transport + 10% d'indemnités de fin de mission + 10% d'indemnités de congés payés""]"
21628,"['Quotité de temps de travail', 'Rémunération', 'à partir de 2 680€ brut mensuel']"
25043,[]
21034,"['Localisation Île-de-France, France - pas de déplacement Contrat CDI Salaire Non défini Niveau de qualification Ingénieur/Cadre/Bac +5 Expérience + 7 ans Modalités de travail Temps complet Fonction Informatique - Systèmes/Réseaux Secteur Services aux Entreprises Télétravail Partiel']"
20887,"[""Un CDI , à temps partiel ou à temps plein, c'est vous qui choisissez ! Parce que nous estimons qu'équilibrer vie professionnelle et vie personnelle est essentiel, nous élaborons pour vous un planning qui prend en compte vos contraintes. mais aussi le choix du mode de paiement de vos heures avec un paiement lissé ou au réel. D'autres avantages comme : notre mutuelle d'entreprise (prise en charge à 50%) , l'accès à notre comité d'entreprise, les tickets restaurants à 7EUR. La possibilité d'obtenir une prime de cooptation s'élevant à 150EUR ! Des indemnités kilométriques à 0.47EUR par kilomètre, Le remboursement des transports en commun (pris en charge jusqu'à 100%), La valorisation de votre expérience dans le domaine du service à la personne.""]"
32559,"['Après une formation initiale rémunérée, vous intégrerez une équipe de 3 à 5 personnes.', 'Rémunération très motivante (fixe + com) Véhicule à disposition si déplacement.']"
28069,"['Localisation Montauban-de-Bretagne - 35, France - pas de déplacement Contrat Intérim / mission - 3 mois Salaire 1780,00 à 2000,00 EUR par mois Niveau de qualification BEP/CAP Expérience 1 à 7 ans Modalités de travail Temps complet , mission de jour Fonction Services à la personne/aux entreprises, BTP - Gros Oeuvre/Second Oeuvre Secteur Services aux Entreprises Télétravail Pas de télétravail']"
30396,['Rémunération']
32370,"[""Pour embaucher les meilleurs profils, nous mettons en place : - un parcours d'intégration structuré : formation au siège + tournée terrain en binôme + passation avec le commercial actuel - une rémunération fixe attractive - un variable déplafonné - un véhicule de fonction confortable""]"
23943,"[""Le taux horaire de rémunération dépend de la convention collective applicable dans l'établissement et de ton expérience dans la fonction (reprise à 100% d'ancienneté) + Primes de fonction (Ségur, prime fonctionnelle, dimanche et JF, …) + repas du midi offert + hébergement mis à disposition sur la durée du contrat.""]"
20890,"[""D'un CDI , à temps partiel ou à temps plein, c'est vous qui choisissez ! Parce que nous estimons qu'équilibrer vie professionnelle et vie personnelle est essentiel, nous élaborons pour vous un planning qui prend en compte vos contraintes. mais aussi le choix du mode de paiement de vos heures avec un paiement lissé ou au réel. D'autres avantages comme : notre mutuelle d'entreprise (prise en charge à 50%) , l'accès à notre comité d'entreprise, les tickets restaurants à 7EUR. La possibilité d'obtenir une prime de cooptation s'élevant à 150EUR ! Des indemnités kilométriques à 0.47EUR par kilomètre Le remboursement des transports en commun (pris en charge jusqu'à 100%) La valorisation de votre expérience dans le domaine du service à la personne.""]"
30290,[]
32098,[]
22925,[]
20867,"['- CDI, tps plein, 37h30, 13 RTT + 35 j. congés + CET', '- Rémunération selon profil', 'Pour candidater, CV et prétentions salariales à : recrutement@valdevy.fr']"
28152,"[""En rejoignant Renault Lamballe au poste d'opérateur Renault Minute en CDI, vous intégrez la filiale BodemerAuto comportant 37 concessions en Bretagne et Normandie, qui commercialise les marques Renault, Dacia, Nissan et Alpine, axant son activité sur l'après-vente, la vente de véhicules neufs et d'occasion."", '-Politique salariale motivante, opportunité de primes diverses', 'Attentes salariales (Brut/an) *']"
26940,[]
28289,"[""Salaire horaire : A partir de 12,81 € brut (10% CP inclus). Horaires : le mercredi de 8h30 à 17h Lieu de travail : domicile du client à Lorient centre Début de la mission : Mai 2024 Durée de la mission : le plus longtemps possible, selon l'évolution de vos disponibilités : -)"", 'Localisation Lorient - 56, France - pas de déplacement Contrat CDI Salaire 12,80 à 12,81 EUR par heure Niveau de qualification BEP/CAP, Employé/Opérateur/Ouvrier Spe/Bac, Technicien/Employé Bac +2 Expérience - 1 an, 1 à 7 ans, + 7 ans Modalités de travail Temps partiel (50%) Fonction Services à la personne/aux entreprises Secteur Services aux Personnes/Particuliers Télétravail Pas de télétravail']"
28863,"['Pour renforcer notre équipe pédagogique, nous recherchons des enseignants en management de projet. Vous accompagnerez nos étudiants dans l\'élaboration de leur projet : ""Salon de la nutrition et de la diététique"" ou ""Salon de l\'environnement"". Vous les aiderez à comprendre tous les enjeux liés aux évènements, à contacter des partenaires, à gérer la communication, à faire les changement de statut de l\'association et de l\'importance du rôle de chacun... Vous les aiderez du début du projet jusqu\'à la passation aux étudiants de seconde année. Volume hebdomadaire entre 1,5 heures et 10 heures par semaine en fonction de vos disponibilités et de votre profil. Enseignements à prodiguer en présentiel. A noter que ce recrutement est uniquement pour des contrats de prestation (auto-entrepreneur), avec une rémunération entre 35euros/h (chargé de cours) et 50 euros /h (Maître au national - poste peut être à pouvoir selon votre profil).']"
23310,[]
25311,"['Localisation Bollène - 84, France - zone de déplacement : départementale Contrat CDI Salaire 34000,00 EUR par an Niveau de qualification Technicien/Employé Bac +2 Expérience 1 à 7 ans Modalités de travail Temps complet Fonction Logistique/Métiers du Transport Secteur Transport/Logistique Télétravail Pas de télétravail']"
30956,"[""Vous êtes disponible N'attendez plus pour postuler, rémunération selon profil et expérience.""]"
28272,['La rémunération sera liée à votre expérience.']
21479,[]
26961,[]
26025,['- Uniforme fourni et prime de nettoyage']
20929,"['Localisation Paris - 75, France - pas de déplacement Contrat CDI Salaire 40000,00 à 55000,00 EUR par an Niveau de qualification Ingénieur/Cadre/Bac +5 Expérience 1 à 7 ans, + 7 ans Modalités de travail Temps complet Fonction Informatique - Développement Secteur Média/Internet/Communication, Industrie high-tech/Telecom Télétravail Partiel']"
21412,[]
30434,"[""Rémunération : selon le profil et l'expérience, poste évolutif et rémunération également""]"
21263,[]
30753,[]
26465,[]
26388,[]
31883,"['Rémunération de 12 à 12.50EUR/h', 'Rémunération de 12 à 12.50EUR/h']"
25845,[]
28626,['Rémunération selon profil.']
24988,"[""Basé à Aix en provence, facile d’accès en transport en commun facile d’accès en transport en commun arrêt Niollon CDD d'Avril à fin Décembre Amplitude de travail : du lundi au vendredi de 9h00-18h00. Pas de travail le samedi. Temps de travail au choix du salarié : 35h, 37h30 ou 40h hebdo Tickets restaurant (9€/jour travaillé, 60% pris en charge par l'entreprise), prestations du CSE Fixe + Primes individuelles motivantes + Prime de participation Mutuelle d'entreprise"", 'Rémunération entre 2208€ et 2408€ brut mensuel']"
24425,[]
32362,"['CDD de 4 mois renouvelable', ""Le poste est basé en Corse à Bastia Nous proposons également ce même CDD sur d'autres géolocalisations comme Ajaccio, l'Ile Rousse, Porto Vecchio."", ""Nous vous accompagnons dans votre montée en compétences avec un parcours sur mesure et des formations en conseil, solutions et méthodes de vente. La rémunération variable est liée à la satisfaction client et au développement du chiffre d'affaires. Une belle carte de visite pour la suite.""]"
22673,"['- Un poste nourri et logé (compensation financière si vous vous logez par vous-même', '- CDD 41h / 5 jours, nourri, logé, à pourvoir juin-juillet-août 2024']"
28663,"[""D'un CDI , à temps partiel ou à temps plein, c'est vous qui choisissez ! Parce que nous estimons qu'équilibrer vie professionnelle et vie personnelle est essentiel, nous élaborons pour vous un planning qui prend en compte vos contraintes. mais aussi le choix du mode de paiement de vos heures avec un paiement lissé ou au réel. D'autres avantages comme : notre mutuelle d'entreprise (prise en charge à 50%) , l'accès à notre comité d'entreprise, les tickets restaurants à 7EUR. La possibilité d'obtenir une prime de cooptation s'élevant à 150EUR ! Des indemnités kilométriques à 0.47EUR par kilomètre Le remboursement des transports en commun (pris en charge jusqu'à 100%) La valorisation de votre expérience dans le domaine du service à la personne.""]"
31619,"[""Aujourd'hui pour notre client, nous recherchons un Gestionnaire de paie / SILAE H/F""]"
21308,"[""Un téléphone pro Une mutuelle pris en charge à 80% Un statut cadre avec 8 à 11 jours de RTT Salaire : package de 31 200 K (fixe + variable) Tickets restaurant Swile Un parcours d'intégration à la Ouihelp Academy afin de t'intégrer en douceur à ta nouvelle équipe Une mobilité nationale possible (nous comptons ouvrir de nouvelles agences en France) Des perspectives d'évolutions interne""]"
32035,['- Intégration des données de la paie. Si possible connaissance SAGE.']
26454,['Rémunération à convenir selon profil.']
21229,[]
27620,['- Un salaire fixe + 10% de CP + 10% IFM.']
28589,['LE DAVRIPACKAGE • Salaire compétitif']
21145,[]
